,title,movieId,genres,movie_year,title_only,userId,rating
9469,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,103338,2.5
9470,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,103338,2.5
9471,Pitch Perfect 2 (2015),133419,Comedy,2015.0,Pitch Perfect 2,103338,3.0
9472,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",103338,3.5
9473,The Founder (2016),166946,Drama,2016.0,The Founder,103338,4.5
9474,Independence Day: Resurgence (2016),135567,Action|Adventure|Sci-Fi,2016.0,Independence Day: Resurgence,103338,2.0
9475,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,142259,2.5
9476,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,142259,3.0
9477,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,142259,3.0
9478,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,142259,5.0
9479,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,142259,0.5
9480,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,142259,3.0
9481,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,142259,2.0
9482,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,142259,1.5
9483,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,142259,1.5
9484,Sully (2016),160980,Drama,2016.0,Sully,142259,2.0
9485,Creed (2015),146656,Drama,2015.0,Creed,142259,3.5
9486,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,142259,1.0
9487,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,120500,4.5
9488,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,120500,5.0
9489,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,120500,2.5
9490,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,120500,4.0
9491,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,120500,5.0
9492,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,120500,2.0
9493,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,120500,3.5
9494,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,120500,1.0
9495,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,120500,4.5
9496,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,120500,1.0
9497,Cinderella (2015),130073,Children|Drama|Fantasy|Romance,2015.0,Cinderella,120500,3.0
9498,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,120500,1.0
9499,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,77933,4.0
9500,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,77933,3.5
9501,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,77933,4.5
9502,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,77933,4.0
9503,Spotlight (2015),142488,Thriller,2015.0,Spotlight,77933,4.5
9504,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,77933,4.0
9505,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,77933,3.0
9506,Hell or High Water (2016),161582,Crime|Drama,2016.0,Hell or High Water,77933,3.0
9507,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,77933,3.5
9508,Pirates of the Caribbean: Dead Men Tell No Tales (2017),122896,(no genres listed),2017.0,Pirates of the Caribbean: Dead Men Tell No Tales,77933,1.0
9509,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,77933,3.0
9510,The Hitman's Bodyguard (2017),175661,Action|Comedy,2017.0,The Hitman's Bodyguard,77933,4.0
9511,Murder on the Orient Express (2017),177763,Crime|Drama|Mystery,2017.0,Murder on the Orient Express,77933,4.0
9512,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,77933,3.5
9513,The Mummy (2017),170827,Action|Adventure|Fantasy|Horror|Thriller,2017.0,The Mummy,77933,3.0
9514,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,55866,4.0
9515,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,55866,4.0
9516,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,55866,3.0
9517,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,55866,4.5
9518,Get Out (2017),168250,Horror,2017.0,Get Out,55866,4.5
9519,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,55866,4.5
9520,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,55866,4.0
9521,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,55866,4.5
9522,Ghostbusters (2016),160080,Action|Comedy|Horror|Sci-Fi,2016.0,Ghostbusters,55866,3.5
9523,Bright (2017),182823,Action|Crime|Fantasy,2017.0,Bright,55866,3.5
9524,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,121189,4.0
9525,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",121189,3.0
9526,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,121189,4.0
9527,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,121189,3.5
9528,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,121189,3.0
9529,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,121189,3.5
9530,Captain Fantastic (2016),158966,Drama,2016.0,Captain Fantastic,121189,3.5
9531,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,121189,2.5
9532,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,121189,3.0
9533,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",121189,4.0
9534,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,121189,3.0
9535,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,64296,5.0
9536,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,64296,4.0
9537,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,64296,3.5
9538,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,64296,4.5
9539,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,64296,2.0
9540,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,64296,1.5
9541,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,64296,2.0
9542,Pirates of the Caribbean: Dead Men Tell No Tales (2017),122896,(no genres listed),2017.0,Pirates of the Caribbean: Dead Men Tell No Tales,64296,4.0
9543,Life (2017),169864,Horror|Sci-Fi|Thriller,2017.0,Life,64296,3.0
9544,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,64296,4.0
9545,Call Me by Your Name (2017),168492,Drama|Romance,2017.0,Call Me by Your Name,64296,3.0
9546,Sing (2016),167036,Animation|Children|Comedy,2016.0,Sing,64296,4.0
9547,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",108159,3.5
9548,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,108159,3.5
9549,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,108159,2.5
9550,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",108159,3.5
9551,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,108159,3.0
9552,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,108159,2.5
9553,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,108159,3.5
9554,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,108159,3.0
9555,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,108159,3.0
9556,The Founder (2016),166946,Drama,2016.0,The Founder,108159,3.0
9557,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",4950,4.0
9558,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,4950,4.0
9559,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,4950,3.5
9560,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,4950,4.0
9561,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,4950,4.0
9562,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,4950,3.5
9563,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,4950,3.0
9564,Fantastic Four (2015),122902,Action|Adventure|Fantasy|Sci-Fi,2015.0,Fantastic Four,4950,0.5
9565,Tomb Raider (2018),184471,Action|Adventure|Fantasy,2018.0,Tomb Raider,4950,2.5
9566,American Made (2017),176751,Crime|Thriller,2017.0,American Made,4950,3.0
9567,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",77828,3.0
9568,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,77828,2.5
9569,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,77828,3.0
9570,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,77828,2.5
9571,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,77828,3.0
9572,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,77828,2.0
9573,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,77828,3.0
9574,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,77828,3.5
9575,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,77828,2.0
9576,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,77828,3.0
9577,Creed (2015),146656,Drama,2015.0,Creed,77828,2.5
9578,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,77828,3.5
9579,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,77828,1.5
9580,Neighbors 2: Sorority Rising (2016),156609,Comedy,2016.0,Neighbors 2: Sorority Rising,77828,1.0
9581,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",72754,2.5
9582,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,72754,4.0
9583,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,72754,2.5
9584,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,72754,4.0
9585,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,72754,3.5
9586,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,72754,2.5
9587,San Andreas (2015),132796,Action|Drama|Thriller,2015.0,San Andreas,72754,3.5
9588,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,72754,3.0
9589,Snowden (2016),157699,Drama|Thriller,2016.0,Snowden,72754,3.0
9590,Pixels (2015),135137,Action|Comedy|Sci-Fi,2015.0,Pixels,72754,3.5
9591,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",22255,3.5
9592,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,22255,4.5
9593,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,22255,3.5
9594,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,22255,5.0
9595,Lady Bird (2017),177615,Comedy,2017.0,Lady Bird,22255,4.0
9596,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,22255,4.0
9597,Ted 2 (2015),135861,Comedy,2015.0,Ted 2,22255,3.5
9598,San Andreas (2015),132796,Action|Drama|Thriller,2015.0,San Andreas,22255,3.5
9599,A Star Is Born (2018),192385,Drama|Romance,2018.0,A Star Is Born,22255,5.0
9600,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,22255,3.5
9601,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",19886,4.0
9602,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,19886,3.5
9603,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,19886,4.5
9604,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,19886,3.5
9605,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",19886,5.0
9606,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,19886,3.5
9607,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,19886,3.5
9608,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,19886,4.0
9609,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,19886,3.5
9610,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,19886,4.0
9611,Kingsman: The Golden Circle (2017),176101,Action|Adventure|Comedy,2017.0,Kingsman: The Golden Circle,19886,3.5
9612,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,19886,3.5
9613,Everest (2015),142448,Adventure|Drama|Thriller,2015.0,Everest,19886,3.5
9614,The Founder (2016),166946,Drama,2016.0,The Founder,19886,3.5
9615,Murder on the Orient Express (2017),177763,Crime|Drama|Mystery,2017.0,Murder on the Orient Express,19886,3.5
9616,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",59354,3.5
9617,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,59354,5.0
9618,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,59354,4.0
9619,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,59354,3.5
9620,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,59354,5.0
9621,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,59354,4.0
9622,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,59354,3.5
9623,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,59354,3.5
9624,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,59354,3.5
9625,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,59354,2.5
9626,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,59354,3.5
9627,San Andreas (2015),132796,Action|Drama|Thriller,2015.0,San Andreas,59354,3.0
9628,Cinderella (2015),130073,Children|Drama|Fantasy|Romance,2015.0,Cinderella,59354,3.0
9629,Spider-Man: Far from Home (2019),201773,Action|Adventure|Sci-Fi,2019.0,Spider-Man: Far from Home,59354,3.0
9630,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",68249,4.5
9631,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,68249,3.5
9632,Spotlight (2015),142488,Thriller,2015.0,Spotlight,68249,4.5
9633,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,68249,4.0
9634,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,68249,4.0
9635,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,68249,4.5
9636,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,68249,4.5
9637,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,68249,4.0
9638,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,68249,4.0
9639,Justice League (2017),122898,Action|Adventure|Sci-Fi,2017.0,Justice League,68249,3.5
9640,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,68249,3.0
9641,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",18071,5.0
9642,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,18071,5.0
9643,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,18071,1.0
9644,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,18071,3.0
9645,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,18071,3.0
9646,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,18071,3.0
9647,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,18071,1.0
9648,The Hitman's Bodyguard (2017),175661,Action|Comedy,2017.0,The Hitman's Bodyguard,18071,5.0
9649,Atomic Blonde (2017),173941,Thriller,2017.0,Atomic Blonde,18071,5.0
9650,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,18071,5.0
9651,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",22253,3.0
9652,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,22253,4.0
9653,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,22253,3.5
9654,Get Out (2017),168250,Horror,2017.0,Get Out,22253,5.0
9655,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,22253,4.0
9656,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,22253,4.0
9657,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,22253,4.0
9658,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",22253,3.0
9659,It (2017),175303,Horror,2017.0,It,22253,3.5
9660,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,22253,4.5
9661,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,22253,3.0
9662,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,22253,4.5
9663,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,22253,4.0
9664,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,22253,4.0
9665,Lion (2016),165551,Drama,2016.0,Lion,22253,4.0
9666,Miss Peregrine's Home for Peculiar Children (2016),162600,Fantasy,2016.0,Miss Peregrine's Home for Peculiar Children,22253,2.5
9667,Fantastic Four (2015),122902,Action|Adventure|Fantasy|Sci-Fi,2015.0,Fantastic Four,22253,2.0
9668,Life (2017),169864,Horror|Sci-Fi|Thriller,2017.0,Life,22253,3.0
9669,The Handmaiden (2016),158783,Drama|Romance|Thriller,2016.0,The Handmaiden,22253,4.5
9670,Train to Busan (2016),162082,Action|Thriller,2016.0,Train to Busan,22253,4.0
9671,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",25102,4.0
9672,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,25102,3.0
9673,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,25102,3.5
9674,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,25102,4.0
9675,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,25102,3.0
9676,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,25102,3.0
9677,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,25102,2.5
9678,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,25102,4.0
9679,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,25102,3.0
9680,War Dogs (2016),161131,Comedy,2016.0,War Dogs,25102,3.0
9681,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,25102,3.0
9682,The Gift (2015),140247,Drama|Horror,2015.0,The Gift,25102,2.5
9683,Train to Busan (2016),162082,Action|Thriller,2016.0,Train to Busan,25102,4.5
9684,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",110149,3.5
9685,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,110149,3.5
9686,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,110149,3.5
9687,It (2017),175303,Horror,2017.0,It,110149,4.0
9688,Me and Earl and the Dying Girl (2015),127202,Drama,2015.0,Me and Earl and the Dying Girl,110149,4.0
9689,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,110149,4.0
9690,The Conjuring 2 (2016),159858,Horror,2016.0,The Conjuring 2,110149,3.5
9691,The Greatest Showman (2017),180985,Drama,2017.0,The Greatest Showman,110149,4.0
9692,The Ballad of Buster Scruggs (2018),193944,Comedy|Drama|Western,2018.0,The Ballad of Buster Scruggs,110149,3.5
9693,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,110149,4.5
9694,Ocean's 8 (2018),189363,Action|Comedy|Crime|Thriller,2018.0,Ocean's 8,110149,4.0
